Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell
eliasbaixas_bamboo,bamboo.db,OldStorageManager,init,Magic Number,The method contains a magic number: 30
eliasbaixas_bamboo,bamboo.db,OldStorageManager,init,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.db,OldStorageManager,init,Magic Number,The method contains a magic number: 60
eliasbaixas_bamboo,bamboo.db,OldStorageManager,init,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.db,OldStorageManager,init,Magic Number,The method contains a magic number: 30
eliasbaixas_bamboo,bamboo.db,OldStorageManager,init,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.db,OldStorageManager,init,Magic Number,The method contains a magic number: 60
eliasbaixas_bamboo,bamboo.db,OldStorageManager,init,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.db,OldStorageManager,run,Empty catch clause,The method has an empty catch block.
eliasbaixas_bamboo,bamboo.db,OldStorageManager,handleEvent,Complex Method,Cyclomatic complexity of the method is 8
eliasbaixas_bamboo,bamboo.db,OldStorageManager,handleEvent,Long Statement,The length of the statement "logger.fatal("BerkeleyDB thread blocked. " + " now_ms=" + now_ms + " last_dequeue_ms="+ last_ms+ ". There are at least "+ count+ " outstanding requests. "+ "Committing suicide.");" is 179.
eliasbaixas_bamboo,bamboo.db,OldStorageManager,handleEvent,Long Statement,The length of the statement "logger.warn("BerkeleyDB thread appears blocked. " + " now_ms=" + now_ms + " last_dequeue_ms="+ last_ms+ ". There are at least "+ count+ " outstanding requests.");" is 162.
eliasbaixas_bamboo,bamboo.db,OldStorageManager,handleEvent,Magic Number,The method contains a magic number: 180
eliasbaixas_bamboo,bamboo.db,OldStorageManager,handleEvent,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.db,OldStorageManager,handleEvent,Magic Number,The method contains a magic number: 60
eliasbaixas_bamboo,bamboo.db,OldStorageManager,handleEvent,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.db,OldStorageManager,the_real_handle_event,Complex Method,Cyclomatic complexity of the method is 15
eliasbaixas_bamboo,bamboo.db,OldStorageManager,the_real_handle_event,Magic Number,The method contains a magic number: 30
eliasbaixas_bamboo,bamboo.db,OldStorageManager,the_real_handle_event,Magic Number,The method contains a magic number: 1024
eliasbaixas_bamboo,bamboo.db,OldStorageManager,the_real_handle_event,Magic Number,The method contains a magic number: 30
eliasbaixas_bamboo,bamboo.db,OldStorageManager,the_real_handle_event,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.db,OldStorageManager,the_real_handle_event,Magic Number,The method contains a magic number: 60
eliasbaixas_bamboo,bamboo.db,OldStorageManager,the_real_handle_event,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.db,OldStorageManager,the_real_handle_event,Magic Number,The method contains a magic number: 30
eliasbaixas_bamboo,bamboo.db,OldStorageManager,the_real_handle_event,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.db,OldStorageManager,the_real_handle_event,Magic Number,The method contains a magic number: 60
eliasbaixas_bamboo,bamboo.db,OldStorageManager,the_real_handle_event,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.db,OldStorageManager,handle_put_req,Complex Method,Cyclomatic complexity of the method is 22
eliasbaixas_bamboo,bamboo.db,OldStorageManager,handle_put_req,Long Method,The method has 173 lines of code.
eliasbaixas_bamboo,bamboo.db,OldStorageManager,handle_put_req,Magic Number,The method contains a magic number: 40
eliasbaixas_bamboo,bamboo.db,OldStorageManager,handle_put_req,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.db,OldStorageManager,handle_put_req,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.db,OldStorageManager,handle_put_req,Magic Number,The method contains a magic number: 100
eliasbaixas_bamboo,bamboo.db,OldStorageManager,handle_put_req,Magic Number,The method contains a magic number: 50
eliasbaixas_bamboo,bamboo.db,OldStorageManager,handle_put_req,Magic Number,The method contains a magic number: 50
eliasbaixas_bamboo,bamboo.db,OldStorageManager,handle_put_req,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.db,OldStorageManager,handle_put_req,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.db,OldStorageManager,handle_put_req,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.db,OldStorageManager,key_expired,Magic Number,The method contains a magic number: 1000000
eliasbaixas_bamboo,bamboo.db,OldStorageManager,key_expired,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.db,OldStorageManager,primary_key_to_recycling_key,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.db,OldStorageManager,primary_key_to_recycling_key,Magic Number,The method contains a magic number: 12
eliasbaixas_bamboo,bamboo.db,OldStorageManager,primary_key_to_recycling_key,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.db,OldStorageManager,primary_key_to_recycling_key,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.db,OldStorageManager,primary_key_to_recycling_key,Magic Number,The method contains a magic number: 8
eliasbaixas_bamboo,bamboo.db,OldStorageManager,primary_key_to_recycling_key,Magic Number,The method contains a magic number: 8
eliasbaixas_bamboo,bamboo.db,OldStorageManager,primary_key_to_recycling_key,Magic Number,The method contains a magic number: 28
eliasbaixas_bamboo,bamboo.db,OldStorageManager,primary_key_to_recycling_key,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.db,OldStorageManager,primary_key_to_recycling_key,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.db,OldStorageManager,handle_get_by_guid_cont,Complex Method,Cyclomatic complexity of the method is 11
eliasbaixas_bamboo,bamboo.db,OldStorageManager,handle_get_by_guid_cont,Long Method,The method has 132 lines of code.
eliasbaixas_bamboo,bamboo.db,OldStorageManager,drop_expired_data,Magic Number,The method contains a magic number: 105
eliasbaixas_bamboo,bamboo.db,OldStorageManager,drop_expired_data,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.db,OldStorageManager,finish_get_by_guid,Complex Method,Cyclomatic complexity of the method is 9
eliasbaixas_bamboo,bamboo.db,OldStorageManager,finish_get_by_guid,Long Parameter List,The method has 8 parameters. 
eliasbaixas_bamboo,bamboo.db,OldStorageManager,finish_get_by_guid,Long Statement,The length of the statement "if (logger.isDebugEnabled()) logger.debug("wanted guid=" + GuidTools.guid_to_string(cont.guid) + " but got guid="+ GuidTools.guid_to_string(k.guid));" is 149.
eliasbaixas_bamboo,bamboo.db,OldStorageManager,finish_get_by_guid_recycling,Long Parameter List,The method has 7 parameters. 
eliasbaixas_bamboo,bamboo.db,OldStorageManager,finish_get_by_guid_recycling,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.db,OldStorageManager,finish_get_by_guid_recycling,Magic Number,The method contains a magic number: 8
eliasbaixas_bamboo,bamboo.db,OldStorageManager,finish_get_by_guid_recycling,Magic Number,The method contains a magic number: 28
eliasbaixas_bamboo,bamboo.db,OldStorageManager,finish_get_by_guid_recycling,Magic Number,The method contains a magic number: 8
eliasbaixas_bamboo,bamboo.db,OldStorageManager,finish_get_by_guid_recycling,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.db,OldStorageManager,finish_get_by_guid_recycling,Magic Number,The method contains a magic number: 12
eliasbaixas_bamboo,bamboo.db,OldStorageManager,finish_get_by_guid_recycling,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.db,OldStorageManager,finish_get_by_guid_recycling,Magic Number,The method contains a magic number: 32
eliasbaixas_bamboo,bamboo.db,OldStorageManager,finish_get_by_guid_recycling,Magic Number,The method contains a magic number: 32
eliasbaixas_bamboo,bamboo.db,OldStorageManager,finish_get_by_guid_recycling,Magic Number,The method contains a magic number: 32
eliasbaixas_bamboo,bamboo.db,OldStorageManager,arraycmp,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.db,OldStorageManager,arraycmp,Magic Number,The method contains a magic number: 0xff
eliasbaixas_bamboo,bamboo.db,OldStorageManager,arraycmp,Magic Number,The method contains a magic number: 0xff
eliasbaixas_bamboo,bamboo.db,OldStorageManager,finish_get_by_time,Complex Method,Cyclomatic complexity of the method is 9
eliasbaixas_bamboo,bamboo.db,OldStorageManager,finish_get_by_time,Long Parameter List,The method has 7 parameters. 
eliasbaixas_bamboo,bamboo.db,OldStorageManager,finish_get_by_time,Magic Number,The method contains a magic number: 33
eliasbaixas_bamboo,bamboo.db,OldStorageManager,finish_iterate_by_guid,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.db,OldStorageManager,finish_iterate_by_guid,Long Statement,The length of the statement "if (logger.isDebugEnabled()) logger.debug("iterate_by_guid is done. high guid=" + GuidTools.guid_to_string(cont.high) + "` which is less than last guid="+ GuidTools.guid_to_string(k.guid));" is 189.
eliasbaixas_bamboo,bamboo.db,OldStorageManager,handle_discard_req,Magic Number,The method contains a magic number: 105
eliasbaixas_bamboo,bamboo.db,OldStorageManager,handle_discard_req,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.db,OldStorageManager,handle_discard_req,Magic Number,The method contains a magic number: 12
eliasbaixas_bamboo,bamboo.db,OldStorageManager,handle_discard_req,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.db,OldStorageManager,handle_discard_req,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.db,OldStorageManager,handle_discard_req,Magic Number,The method contains a magic number: 8
eliasbaixas_bamboo,bamboo.db,OldStorageManager,handle_discard_req,Magic Number,The method contains a magic number: 8
eliasbaixas_bamboo,bamboo.db,OldStorageManager,handle_discard_req,Magic Number,The method contains a magic number: 28
eliasbaixas_bamboo,bamboo.db,OldStorageManager,handle_discard_req,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.db,OldStorageManager,handle_discard_req,Magic Number,The method contains a magic number: 32
eliasbaixas_bamboo,bamboo.db,OldStorageManager,handle_discard_req,Magic Number,The method contains a magic number: 32
eliasbaixas_bamboo,bamboo.db,OldStorageManager,handle_discard_req,Magic Number,The method contains a magic number: 32
eliasbaixas_bamboo,bamboo.db,OldStorageManager,guid_to_bytes,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.db,OldStorageManager,guid_to_bytes,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.db,OldStorageManager,guid_to_bytes,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.db,OldStorageManager,guid_to_bytes,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.db,OldStorageManager,data_hash,Empty catch clause,The method has an empty catch block.
eliasbaixas_bamboo,bamboo.db,Key,Key,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.db,Key,init,Magic Number,The method contains a magic number: 21
eliasbaixas_bamboo,bamboo.db,Key,init,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.db,Key,init,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.db,Key,init,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.db,Key,init,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.db,Key,init,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.db,Key,Key,Magic Number,The method contains a magic number: 21
eliasbaixas_bamboo,bamboo.db,Key,Key,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.db,Key,Key,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.db,Key,Key,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.db,Key,Key,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.db,Key,Key,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.db,Key,serialize,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.db,Key,serialize,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.db,Key,serialize,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.db,Key,serialize,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.db,Key,to_byte_buffer,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.db,Key,to_byte_buffer,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.db,Key,to_byte_buffer,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.db,Key,to_byte_buffer,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.db,Key,compareTo,Complex Method,Cyclomatic complexity of the method is 12
eliasbaixas_bamboo,bamboo.db,Key,compareTo,Magic Number,The method contains a magic number: 0xff
eliasbaixas_bamboo,bamboo.db,Key,compareTo,Magic Number,The method contains a magic number: 0xff
eliasbaixas_bamboo,bamboo.db,Key,toString,Long Statement,The length of the statement "return "(Key time_usec=" + Long.toHexString(time_usec) + " ttl_sec="+ ttl_sec+ " guid="+ GuidTools.guid_to_string(guid)+ " data_hash="+ ByteUtils.print_bytes(data_hash`0`3)+ " put="+ put+ " client_id="+ client_id.getHostAddress()+ ")";" is 235.
eliasbaixas_bamboo,bamboo.db,Key,toString,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.db,PutResp,PutResp,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.db,PutResp,toString,Long Statement,The length of the statement "return "(PutResp inval_put_key=" + inval_put_key + " inval_put_data="+ inval_put_data+ " inval_rm_key="+ inval_rm_key+ " inval_rm_data="+ inval_rm_data+ " user_data="+ user_data+ ")";" is 183.
eliasbaixas_bamboo,bamboo.db,GetByGuidReq,GetByGuidReq,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.db,GetByGuidReq,toString,Long Statement,The length of the statement "return "(GetByGuidReq guid=" + GuidTools.guid_to_string(guid) + " primary="+ primary+ " placemark="+ placemark+ " comp_q="+ comp_q+ ")";" is 136.
eliasbaixas_bamboo,bamboo.db,IterateByGuidReq,toString,Long Statement,The length of the statement "return "(IterateByGuidReq low=" + GuidTools.guid_to_string(low) + " high="+ GuidTools.guid_to_string(high)+ " comp_q="+ comp_q+ ")";" is 132.
eliasbaixas_bamboo,bamboo.db,StorageManagerTest,StorageManagerTest,Long Statement,The length of the statement "event_types=new Class[]{StagesInitializedSignal.class`StorageManager.PutResp.class`StorageManager.GetByGuidResp.class`StorageManager.GetByTimeResp.class};" is 154.
eliasbaixas_bamboo,bamboo.db,StorageManagerTest,handleEvent,Complex Method,Cyclomatic complexity of the method is 10
eliasbaixas_bamboo,bamboo.db,StorageManagerTest,handleEvent,Long Statement,The length of the statement "StorageManager.Key key=new StorageManager.Key(now`3660`small_guid`ZERO_HASH`data_hash(data)`true`StorageManager.ZERO_CLIENT);" is 125.
eliasbaixas_bamboo,bamboo.db,StorageManagerTest,handleEvent,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.db,StorageManagerTest,handleEvent,Magic Number,The method contains a magic number: 4096
eliasbaixas_bamboo,bamboo.db,StorageManagerTest,handleEvent,Magic Number,The method contains a magic number: 3660
eliasbaixas_bamboo,bamboo.db,StorageManagerTest,handleEvent,Magic Number,The method contains a magic number: 4096
eliasbaixas_bamboo,bamboo.db,StorageManagerTest,handleEvent,Magic Number,The method contains a magic number: 3660
eliasbaixas_bamboo,bamboo.db,StorageManagerTest,handleEvent,Magic Number,The method contains a magic number: 4096
eliasbaixas_bamboo,bamboo.db,StorageManagerTest,handleEvent,Magic Number,The method contains a magic number: 3660
eliasbaixas_bamboo,bamboo.db,StorageManagerTest,handleEvent,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.db,StorageConverter,handleEvent,Complex Conditional,The conditional expression getContinuation != null && getsOutstanding < 1000 && putsOutstanding < 1000 is complex.
eliasbaixas_bamboo,bamboo.db,StorageConverter,handleEvent,Complex Conditional,The conditional expression getsOutstanding == 0 && putsOutstanding == 0 && getContinuation == null is complex.
eliasbaixas_bamboo,bamboo.db,StorageConverter,handleEvent,Complex Method,Cyclomatic complexity of the method is 10
eliasbaixas_bamboo,bamboo.db,StorageConverter,handleEvent,Long Statement,The length of the statement "StorageManager.Key newKey=new StorageManager.Key(resp.key.time_usec`resp.key.ttl_sec`resp.key.guid`ZERO_HASH`resp.key.data_hash`resp.key.put`resp.key.client_id);" is 161.
eliasbaixas_bamboo,bamboo.db,StorageConverter,handleEvent,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.db,StorageConverter,handleEvent,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.db,StorageConverter,handleEvent,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.db,Dump,handleEvent,Complex Method,Cyclomatic complexity of the method is 9
eliasbaixas_bamboo,bamboo.db,Dump,handleEvent,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.db,Dump,handleEvent,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.db,Dump,handleEvent,Magic Number,The method contains a magic number: 100
eliasbaixas_bamboo,bamboo.api,BambooRouteUpcall,BambooRouteUpcall,Long Parameter List,The method has 9 parameters. 
eliasbaixas_bamboo,bamboo.api,BambooRouteUpcall,toString,Long Statement,The length of the statement "return "(BambooRouteUpcall src=" + GuidTools.guid_to_string(src) + " dest="+ GuidTools.guid_to_string(dest)+ " immediate_src="+ immediate_src+ " app_id="+ Long.toHexString(app_id)+ " iter="+ iter+ " tries="+ tries+ " wait_ms="+ wait_ms+ " est_rtt_ms="+ est_rtt_ms+ " payload="+ " payload="+ payload+ ")";" is 304.
eliasbaixas_bamboo,bamboo.api,BambooNeighborInfo,toString,Long Statement,The length of the statement "return "(" + node_id.address().getHostAddress() + ":"+ node_id.port()+ "` 0x"+ GuidTools.guid_to_string(guid)+ ((rtt_ms == Double.MAX_VALUE) ? "" : ("` " + rtt_ms + " ms"))+ ")";" is 178.
eliasbaixas_bamboo,bamboo.api,BambooRouteInit,BambooRouteInit,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.api,BambooRouteInit,toString,Long Statement,The length of the statement "return "(BambooRouteInit dest=" + GuidTools.guid_to_string(dest) + " app_id="+ Long.toHexString(app_id)+ " intermediate_upcall="+ intermediate_upcall+ " iter="+ iter+ " payload="+ payload+ ")";" is 193.
eliasbaixas_bamboo,bamboo.api,BambooRouterAppRegReq,BambooRouterAppRegReq,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.api,BambooRouterAppRegReq,toString,Long Statement,The length of the statement "return "(BambooRouterAppRegReq app_id=" + Long.toHexString(app_id) + " send_leaf_sets="+ send_leaf_sets+ " send_rt="+ send_rt+ " send_reverse_rt="+ send_reverse_rt+ ")";" is 169.
eliasbaixas_bamboo,bamboo.api,BambooRouteDeliver,BambooRouteDeliver,Long Parameter List,The method has 8 parameters. 
eliasbaixas_bamboo,bamboo.api,BambooRouteDeliver,toString,Long Statement,The length of the statement "return "(BambooRouteDeliver src=" + GuidTools.guid_to_string(src) + " dest="+ GuidTools.guid_to_string(dest)+ " immediate_src="+ immediate_src+ " app_id="+ Long.toHexString(app_id)+ " tries="+ tries+ " wait_ms="+ wait_ms+ " est_rtt_ms="+ est_rtt_ms+ " payload="+ payload+ ")";" is 276.
eliasbaixas_bamboo,bamboo.api,BambooRouterAppRegResp,BambooRouterAppRegResp,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.api,BambooRouterAppRegResp,toString,Long Statement,The length of the statement "return "(BambooRouterAppRegResp app_id=" + Long.toHexString(app_id) + " success="+ success+ " msg="+ msg+ " node_guid="+ GuidTools.guid_to_string(node_guid)+ ")";" is 162.
eliasbaixas_bamboo,bamboo.api,BambooRouteContinue,BambooRouteContinue,Long Parameter List,The method has 7 parameters. 
eliasbaixas_bamboo,bamboo.api,BambooRouteContinue,toString,Long Statement,The length of the statement "return "(BambooRouteContinue src=" + GuidTools.guid_to_string(src) + " dest="+ GuidTools.guid_to_string(dest)+ " immediate_src="+ immediate_src+ " app_id="+ Long.toHexString(app_id)+ " intermediate_upcall="+ intermediate_upcall+ " iter="+ iter+ " payload="+ payload+ ")";" is 271.
eliasbaixas_bamboo,bamboo.vivaldi,SpecialVC,getDimensions,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.vivaldi,SpecialVC,withinPlaneDistance,Long Statement,The length of the statement "for (int i=0; i < _coordinate.length - 1; i++) plane_dist+=(_coordinate[i] - destination._coordinate[i]) * (_coordinate[i] - destination._coordinate[i]);" is 153.
eliasbaixas_bamboo,bamboo.vivaldi,SpecialVC,displacement,Long Statement,The length of the statement "result[_coordinate.length - 1]=-1.0 * (destination._coordinate[_coordinate.length - 1] + _coordinate[_coordinate.length - 1]) / normalization;" is 142.
eliasbaixas_bamboo,bamboo.vivaldi,SpecialVC,update,Magic Number,The method contains a magic number: .025
eliasbaixas_bamboo,bamboo.vivaldi,SpecialVC,update,Magic Number,The method contains a magic number: .05
eliasbaixas_bamboo,bamboo.vivaldi,SpecialVC,update,Magic Number,The method contains a magic number: .05
eliasbaixas_bamboo,bamboo.vivaldi,SpecialVC,update,Magic Number,The method contains a magic number: .5
eliasbaixas_bamboo,bamboo.vivaldi,SpecialVC,update,Magic Number,The method contains a magic number: 0.5
eliasbaixas_bamboo,bamboo.vivaldi,FiveDVC,getDimensions,Magic Number,The method contains a magic number: 5
eliasbaixas_bamboo,bamboo.vivaldi,VirtualCoordinate,getDimensions,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.vivaldi,VirtualCoordinate,distance,Long Statement,The length of the statement "for (int i=0; i < _coordinate.length; i++) result+=(_coordinate[i] - destination._coordinate[i]) * (_coordinate[i] - destination._coordinate[i]);" is 145.
eliasbaixas_bamboo,bamboo.vivaldi,VirtualCoordinate,random_displacement,Magic Number,The method contains a magic number: 0.5
eliasbaixas_bamboo,bamboo.vivaldi,VirtualCoordinate,update,Magic Number,The method contains a magic number: .025
eliasbaixas_bamboo,bamboo.vivaldi,VirtualCoordinate,update,Magic Number,The method contains a magic number: .05
eliasbaixas_bamboo,bamboo.vivaldi,VirtualCoordinate,update,Magic Number,The method contains a magic number: .05
eliasbaixas_bamboo,bamboo.vivaldi,Vivaldi,Vivaldi,Long Statement,The length of the statement "event_types=new Class[]{seda.sandStorm.api.StagesInitializedSignal.class`bamboo.vivaldi.VivaldiAddSample.class`bamboo.vivaldi.VivaldiRequestVC.class`bamboo.vivaldi.Vivaldi.PingAlarm.class`bamboo.vivaldi.Vivaldi.StatusAlarm.class};" is 230.
eliasbaixas_bamboo,bamboo.vivaldi,Vivaldi,Vivaldi,Long Statement,The length of the statement "inb_msg_types=new Class[]{bamboo.vivaldi.LocateNodeResp.class`bamboo.router.PingMsg.class`bamboo.vivaldi.PingVCResp.class};" is 123.
eliasbaixas_bamboo,bamboo.vivaldi,Vivaldi,init,Complex Method,Cyclomatic complexity of the method is 8
eliasbaixas_bamboo,bamboo.vivaldi,Vivaldi,handleEvent,Complex Method,Cyclomatic complexity of the method is 22
eliasbaixas_bamboo,bamboo.vivaldi,Vivaldi,handleEvent,Empty catch clause,The method has an empty catch block.
eliasbaixas_bamboo,bamboo.vivaldi,Vivaldi,handleEvent,Magic Number,The method contains a magic number: 2.0
eliasbaixas_bamboo,bamboo.vivaldi,Vivaldi,handleEvent,Magic Number,The method contains a magic number: 2.0
eliasbaixas_bamboo,bamboo.vivaldi,Vivaldi,handleEvent,Magic Number,The method contains a magic number: 100
eliasbaixas_bamboo,bamboo.vivaldi,Vivaldi,handlePingAlarm,Long Statement,The length of the statement "dispatch(new BambooRouteInit(random_guid`_app_id`false`false`new LocateNodeMsg(my_node_id`_my_coordinate`_version_number)));" is 124.
eliasbaixas_bamboo,bamboo.vivaldi,Vivaldi,handlePingAlarm,Magic Number,The method contains a magic number: 160
eliasbaixas_bamboo,bamboo.vivaldi,Vivaldi,scheduleNextPing,Magic Number,The method contains a magic number: .5
eliasbaixas_bamboo,bamboo.vivaldi,Vivaldi,scheduleNextPing,Magic Number,The method contains a magic number: .4
eliasbaixas_bamboo,bamboo.vivaldi,Vivaldi,scheduleNextStatus,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.vivaldi,Vivaldi,scheduleNextStatus,Magic Number,The method contains a magic number: 5000
eliasbaixas_bamboo,bamboo.sim,Network,handle_network_latency_req,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.sim,Network,handle_network_latency_req,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.sim,Network,send,Long Statement,The length of the statement "final Thunk2<QuickSerializable`InetSocketAddress> recv_cb=(Thunk2<QuickSerializable`InetSocketAddress>)((Network)instance(peer)).receivers.get(msg.getClass());" is 159.
eliasbaixas_bamboo,bamboo.sim,Network,send,Long Statement,The length of the statement "assert msg instanceof NetworkMessage : "non-NetworkMessage type " + msg.getClass().getName() + " sent via send() without registered receiver";" is 142.
eliasbaixas_bamboo,bamboo.sim,Network,send,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.sim,Network,send,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.sim,Network,send,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.sim,KingNetworkModel,KingNetworkModel,Complex Method,Cyclomatic complexity of the method is 17
eliasbaixas_bamboo,bamboo.sim,KingNetworkModel,KingNetworkModel,Magic Number,The method contains a magic number: 5
eliasbaixas_bamboo,bamboo.sim,KingNetworkModel,compute_route_info,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.sim,GraphUtils,dijkstra,Complex Method,Cyclomatic complexity of the method is 8
eliasbaixas_bamboo,bamboo.sim,GraphUtils,dijkstra,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.sim,EventQueue,register_timer,Long Statement,The length of the statement "if (logger.isDebugEnabled()) logger.debug("now_us=" + now_us + " call_time_us="+ call_time_us+ " fail_time="+ ninfo.failure_time_us);" is 133.
eliasbaixas_bamboo,bamboo.sim,Simulator,node_id_to_graph_index,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.sim,Simulator,date,Magic Number,The method contains a magic number: 999
eliasbaixas_bamboo,bamboo.sim,Simulator,date,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.sim,Simulator,main,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.sim,Simulator,main,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.sim,Simulator,schedule,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.sim,Simulator,call,Long Method,The method has 108 lines of code.
eliasbaixas_bamboo,bamboo.sim,Simulator,call,Long Statement,The length of the statement "logger.info("loading " + next_node_id + " from "+ next_cfg_filename+ ". Start time is "+ next_start_time_us+ " and stop time is "+ next_stop_time_us+ ".");" is 155.
eliasbaixas_bamboo,bamboo.sim,Simulator,call,Long Statement,The length of the statement "System.err.println("Error: caught exception " + e + " while trying to instantiate "+ "an object of type "+ descr.className+ ". Stack trace follows:");" is 150.
eliasbaixas_bamboo,bamboo.sim,Simulator,call,Long Statement,The length of the statement "System.err.println("Error: caught an exception " + e + " while trying to initialize the stage "+ handler+ " Stack trace follows:");" is 131.
eliasbaixas_bamboo,bamboo.sim,Simulator,load_next_node,Magic Number,The method contains a magic number: 1000
